@relation shuttle

@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute label {1,2,3,4,5,6,7}

@data
-0.798,-0.0247,-0.0938,0.014,-0.282,0.0256,0.176,0.271,0.151,1
-0.677,-0.0259,-0.0313,0.0145,-0.263,0.0256,0.15,0.265,0.151,1
-0.414,-0.0257,-0.0625,0.0127,-0.41,0.0256,-0.0458,0.409,0.344,4
-0.778,-0.0257,-0.0469,0.014,-0.276,0.0258,0.203,0.271,0.145,1
-0.434,-0.0257,0.156,0.014,-0.231,0.0238,0.15,0.274,0.158,4
-0.697,-0.0255,0.0313,0.0148,-0.263,0.0256,0.216,0.281,0.145,1
-0.576,-0.0263,-0.0781,0.014,-0.25,0.0252,0.0458,0.242,0.151,1
-0.798,-0.0257,-0.141,0.014,-0.288,0.025,0.15,0.271,0.151,1
-0.556,-0.0257,0.0156,0.0127,-0.237,0.0256,0.111,0.252,0.145,1
-0.414,-0.0257,0.172,0.0138,-0.224,0.026,0.15,0.268,0.151,1
-0.434,-0.0257,-0.125,0.014,-0.256,0.0268,-0.085,0.242,0.183,4
-0.798,-0.0257,-0.125,0.0153,-0.429,0.0267,0.163,0.416,0.293,1
-0.636,-0.0257,-0.0313,0.0148,-0.256,0.0256,0.124,0.258,0.151,1
-0.798,-0.0261,-0.109,0.0148,-0.397,0.0258,0.163,0.384,0.26,1
-0.556,-0.0253,-0.0156,0.014,-0.25,0.0246,0.085,0.252,0.151,1
-0.798,-0.0257,-0.0625,0.014,-0.276,0.0279,0.19,0.268,0.145,1
-0.434,-0.0257,-0.0625,0.0122,-0.224,0.0256,-0.0327,0.217,0.145,1
0.152,-0.0263,0.0469,0.014,-0.378,0.0256,-0.32,0.4,0.395,5
-0.374,-0.0251,0.0938,0.0143,-0.218,0.0256,0.0458,0.242,0.151,1
-0.798,-0.0259,-0.0938,0.014,-0.321,0.0277,0.176,0.31,0.19,1
0.0303,-0.0265,-0.0313,0.014,-0.545,0.0256,-0.32,0.547,0.543,5
0.0101,-0.0257,-0.0625,0.014,-0.532,0.0256,-0.32,0.535,0.531,5
-0.798,-0.0257,-0.125,0.014,-0.333,0.0249,0.15,0.313,0.196,1
-0.798,-0.0257,-0.109,0.014,-0.359,0.024,0.176,0.342,0.222,1
-0.556,-0.0257,-0.0625,0.014,-0.237,0.0258,0.0327,0.236,0.145,1
-0.475,-0.0255,-0.109,0.014,-0.231,0.0235,-0.0458,0.217,0.151,1
-0.434,-0.0257,0.188,0.0151,-0.256,0.0256,0.163,0.303,0.183,4
-0.515,-0.0265,-0.0156,0.014,-0.237,0.0253,0.0719,0.246,0.151,1
-0.717,-0.0261,0.0156,0.014,-0.263,0.0258,0.229,0.278,0.145,1
-0.657,-0.0257,-0.0469,0.014,-0.263,0.024,0.124,0.265,0.151,1
-0.556,-0.0259,0.0156,0.014,-0.25,0.0235,0.111,0.258,0.151,1
-0.434,-0.0257,-0.125,0.0125,-0.429,0.0256,-0.098,0.413,0.357,4
-0.414,-0.0257,0.156,0.014,-0.231,0.0253,0.15,0.274,0.158,4
-0.434,-0.0257,-0.125,0.014,-0.333,0.0249,-0.085,0.316,0.254,4
0.0505,-0.0259,-0.0313,0.0135,-0.526,0.0258,-0.32,0.531,0.531,5
-0.414,-0.0251,0.203,0.014,-0.276,0.025,0.176,0.323,0.203,4
-0.434,-0.0257,-0.0781,0.0158,-0.333,0.0252,-0.0458,0.323,0.254,4
-0.515,-0.0255,0.0469,0.0158,-0.231,0.0258,0.098,0.249,0.145,1
-0.798,-0.0257,-0.0938,0.014,-0.372,0.0279,0.176,0.361,0.235,1
-0.414,-0.0257,0.156,0.014,-0.256,0.0255,0.15,0.297,0.183,4
-0.576,-0.0257,0.0313,0.014,-0.237,0.0278,0.137,0.255,0.145,1
-0.434,-0.0257,0.172,0.014,-0.263,0.0241,0.163,0.31,0.19,4
-0.414,-0.0257,0.203,0.014,-0.263,0.0256,0.176,0.316,0.19,4
-0.495,-0.0251,-0.0313,0.014,-0.231,0.0256,0.0327,0.233,0.145,1
-0.414,-0.0257,0.359,0.0161,-0.224,0.024,0.307,0.303,0.151,1
-0.717,-0.0257,-0.0781,0.0122,-0.263,0.0258,0.137,0.258,0.145,1
-0.798,-0.0249,-0.0938,0.014,-0.288,0.0258,0.176,0.281,0.158,1
-0.798,-0.0257,0.281,0.014,-0.321,0.0252,0.49,0.39,0.19,1
0.152,-0.0259,0.0469,0.0133,-0.378,0.0249,-0.32,0.4,0.395,5
-0.576,-0.0257,-0.0625,0.014,-0.237,0.0279,0.0588,0.236,0.145,1
-0.434,-0.0257,0.203,0.014,-0.237,0.0275,0.176,0.291,0.164,4
-0.313,-0.0257,0.406,0.014,-0.205,0.0247,0.281,0.3,0.151,1
-0.798,-0.0259,-0.125,0.014,-0.282,0.0249,0.137,0.265,0.151,1
-0.657,-0.0255,-0.125,0.0161,-0.256,0.0259,0.0719,0.242,0.145,1
-0.798,-0.0257,-0.141,0.0161,-0.301,0.0252,0.137,0.278,0.164,1
-0.616,-0.0255,-0.0313,0.014,-0.25,0.0263,0.111,0.252,0.145,1
-0.556,-0.0261,-0.125,0.014,-0.25,0.0236,-0.00654,0.23,0.151,1
-0.798,-0.0251,-0.125,0.0138,-0.468,0.0257,0.163,0.457,0.338,1
-0.414,-0.0257,-0.125,0.014,-0.34,0.0264,-0.085,0.323,0.267,4
-0.434,-0.0257,-0.125,0.014,-0.474,0.0248,-0.098,0.464,0.408,4
-0.798,-0.0257,-0.109,0.014,-0.276,0.0272,0.163,0.258,0.145,1
-0.798,-0.0247,-0.0938,0.014,-0.308,0.0256,0.163,0.294,0.17,1
-0.616,-0.0257,0.0156,0.014,-0.256,0.0235,0.15,0.268,0.151,1
-0.798,-0.0257,-0.0156,0.014,-0.34,0.0253,0.242,0.345,0.203,1
-0.798,-0.0257,-0.141,0.014,-0.333,0.0256,0.137,0.31,0.196,1
-0.697,-0.0257,0.0313,0.0135,-0.263,0.0254,0.216,0.281,0.145,1
-0.576,-0.0257,-0.125,0.0125,-0.25,0.0256,0.00654,0.233,0.151,1
-0.778,-0.0253,-0.141,0.014,-0.282,0.0236,0.124,0.262,0.151,1
-0.515,-0.0257,-0.0313,0.014,-0.231,0.0266,0.0458,0.233,0.145,1
-0.414,-0.0253,-0.0625,0.014,-0.218,0.0258,-0.0588,0.21,0.145,1
-0.657,-0.0257,-0.0156,0.014,-0.256,0.0262,0.163,0.265,0.145,1
-0.414,-0.0257,0.188,0.014,-0.224,0.0269,0.163,0.268,0.151,1
-0.798,-0.0259,-0.141,0.0127,-0.308,0.0248,0.137,0.284,0.17,1
-0.434,-0.0257,-0.109,0.014,-0.378,0.0249,-0.0719,0.368,0.305,4
-0.414,-0.0257,-0.0938,0.0145,-0.468,0.0256,-0.0588,0.464,0.402,4
-0.434,-0.0261,0.0156,0.014,-0.224,0.0249,0.0327,0.236,0.151,1
-0.576,-0.0257,-0.0313,0.014,-0.237,0.0275,0.085,0.242,0.145,1
-0.616,-0.0257,-0.109,0.0135,-0.256,0.0229,0.0458,0.242,0.151,1
-0.616,-0.0261,0.0469,0.014,-0.256,0.0234,0.176,0.274,0.151,1
-0.556,-0.0257,-0.0156,0.0161,-0.237,0.0256,0.085,0.246,0.145,1
-0.798,-0.0257,0.328,0.0148,-0.288,0.0256,0.529,0.364,0.158,1
-0.657,-0.0249,-0.0156,0.014,-0.256,0.0258,0.15,0.265,0.145,1
-0.414,-0.0259,-0.0313,0.014,-0.218,0.0258,-0.0196,0.217,0.145,1
-0.798,-0.0257,-0.0781,0.014,-0.282,0.026,0.19,0.274,0.145,1
-0.616,-0.0257,0,0.014,-0.25,0.026,0.137,0.258,0.145,1
-0.798,-0.0257,-0.156,0.014,-0.333,0.0252,0.124,0.307,0.196,1
-0.737,-0.0257,-0.109,0.0153,-0.276,0.0256,0.124,0.258,0.151,1
-0.616,-0.0257,-0.0156,0.0138,-0.25,0.0255,0.124,0.252,0.145,1
-0.798,-0.0257,-0.156,0.0135,-0.301,0.0272,0.124,0.274,0.164,1
-0.636,-0.0259,-0.0938,0.0138,-0.256,0.0256,0.0719,0.246,0.151,1
-0.414,-0.0257,-0.0156,0.014,-0.218,0.0259,0.00654,0.223,0.145,1
-0.717,-0.0257,-0.0938,0.0148,-0.263,0.0273,0.124,0.252,0.145,1
-0.616,-0.0259,-0.0938,0.014,-0.25,0.0259,0.0588,0.236,0.145,1
-0.798,-0.0257,-0.0938,0.014,-0.359,0.0261,0.19,0.345,0.222,1
-0.657,-0.0253,-0.125,0.014,-0.256,0.0266,0.0588,0.239,0.145,1
-0.434,-0.0257,-0.0938,0.014,-0.333,0.0249,-0.0719,0.319,0.254,4
-0.414,-0.0257,-0.125,0.014,-0.256,0.0255,-0.085,0.242,0.183,4
-0.717,-0.0257,-0.125,0.014,-0.276,0.0235,0.098,0.258,0.151,1
-0.677,-0.0257,-0.109,0.0125,-0.263,0.0255,0.085,0.252,0.151,1
-0.778,-0.0267,-0.0625,0.014,-0.276,0.0256,0.19,0.268,0.145,1
-0.798,-0.0257,0.359,0.0145,-0.282,0.0256,0.556,0.361,0.145,1
-0.616,-0.0257,-0.0469,0.0143,-0.25,0.0258,0.098,0.246,0.145,1
-0.657,-0.0263,-0.0469,0.014,-0.256,0.026,0.124,0.255,0.145,1
-0.434,-0.0245,0.156,0.013,-0.237,0.0256,0.15,0.281,0.164,4
-0.475,-0.0257,0.297,0.0143,-0.224,0.0259,0.294,0.291,0.145,1
-0.677,-0.0257,0.0156,0.0125,-0.263,0.0248,0.176,0.274,0.151,1
-0.434,-0.0259,0.203,0.014,-0.25,0.0263,0.176,0.297,0.17,4
0.131,-0.0263,0.0469,0.014,-0.378,0.0256,-0.307,0.4,0.395,5
-0.616,-0.0255,-0.141,0.014,-0.25,0.0257,0.0196,0.226,0.145,1
0.131,-0.0257,0.0313,0.0161,-0.41,0.0257,-0.32,0.429,0.428,5
-0.434,-0.0261,-0.109,0.0145,-0.256,0.0256,-0.0719,0.242,0.183,4
-0.798,-0.0257,0.313,0.0153,-0.288,0.0266,0.516,0.361,0.158,1
-0.798,-0.0257,0.313,0.014,-0.301,0.0243,0.516,0.371,0.164,1
0.0707,-0.0257,-0.0156,0.014,-0.513,0.025,-0.32,0.518,0.518,5
-0.535,-0.0257,-0.0469,0.0145,-0.237,0.0256,0.0458,0.239,0.145,1
-0.414,-0.0257,0.109,0.013,-0.397,0.0256,0.098,0.429,0.325,4
-0.434,-0.0261,0.0156,0.014,-0.224,0.0256,0.0327,0.236,0.145,1
-0.576,-0.0267,-0.0313,0.014,-0.25,0.0251,0.0719,0.249,0.151,1
-0.414,-0.0265,0.0313,0.014,-0.218,0.0264,0.0327,0.23,0.145,1
-0.798,-0.0257,-0.141,0.0148,-0.321,0.0279,0.137,0.3,0.19,1
-0.434,-0.0257,0.172,0.014,-0.263,0.0277,0.163,0.31,0.19,4
-0.434,-0.0257,0.109,0.0125,-0.397,0.0256,0.098,0.429,0.325,4
0.596,-0.0257,0.359,0.0153,-0.173,0.0256,-0.346,0.255,0.26,5
-0.798,-0.0259,-0.125,0.014,-0.288,0.0256,0.163,0.274,0.151,1
-0.798,-0.0247,-0.0781,0.014,-0.301,0.0246,0.19,0.291,0.164,1
-0.414,-0.0257,0.109,0.014,-0.224,0.026,0.098,0.255,0.151,1
-0.798,-0.0257,-0.0781,0.014,-0.346,0.0255,0.19,0.342,0.215,1
-0.414,-0.0257,0.156,0.0138,-0.256,0.0247,0.15,0.297,0.183,4
-0.798,-0.0259,0.281,0.0133,-0.321,0.025,0.49,0.39,0.19,1
-0.434,-0.0257,-0.125,0.014,-0.314,0.0239,-0.098,0.297,0.241,4
-0.414,-0.0257,0.188,0.014,-0.224,0.0262,0.163,0.268,0.151,1
-0.475,-0.0257,-0.0625,0.014,-0.224,0.0275,-0.00654,0.22,0.145,1
-0.798,-0.0257,-0.109,0.014,-0.417,0.0239,0.176,0.409,0.286,1
-0.697,-0.0257,0.0156,0.0133,-0.263,0.0256,0.19,0.274,0.151,1
-0.798,-0.0257,-0.0625,0.014,-0.346,0.026,0.203,0.342,0.215,1
-0.677,-0.0257,0.0469,0.0135,-0.256,0.0265,0.203,0.274,0.145,1
-0.657,-0.0257,-0.0156,0.013,-0.256,0.0256,0.163,0.265,0.145,1
0.535,-0.0257,0.297,0.014,-0.173,0.0256,-0.359,0.242,0.254,5
-0.717,-0.0263,-0.0938,0.014,-0.263,0.0257,0.124,0.252,0.145,1
-0.414,-0.0261,0.0313,0.014,-0.218,0.0264,0.0327,0.23,0.145,1
-0.778,-0.0255,0.109,0.014,-0.308,0.0271,0.333,0.339,0.177,1
-0.475,-0.0257,0.0469,0.0148,-0.224,0.0256,0.0719,0.239,0.145,1
-0.434,-0.0261,-0.0313,0.0151,-0.224,0.0256,0.00654,0.226,0.145,1
-0.758,-0.0257,-0.0781,0.0151,-0.276,0.0256,0.163,0.265,0.145,1
-0.636,-0.0257,-0.109,0.0125,-0.256,0.0256,0.0588,0.242,0.151,1
-0.535,-0.0253,-0.0313,0.014,-0.237,0.0256,0.0719,0.242,0.145,1
-0.798,-0.0257,-0.0625,0.0143,-0.276,0.0275,0.19,0.268,0.145,1
-0.798,-0.0257,-0.0938,0.014,-0.378,0.0243,0.176,0.371,0.248,1
-0.798,-0.0257,-0.141,0.0143,-0.314,0.0256,0.15,0.294,0.177,1
-0.657,-0.0467,-0.0469,0.0138,-0.256,0.0255,0.124,0.255,0.145,1
-0.798,-0.0261,-0.0625,0.0143,-0.282,0.0256,0.203,0.274,0.145,1
-0.798,-0.0257,-0.109,0.014,-0.346,0.0264,0.163,0.335,0.215,1
-0.798,-0.0257,0.313,0.0138,-0.34,0.0256,0.516,0.413,0.209,1
-0.414,-0.0251,0.203,0.014,-0.25,0.0259,0.176,0.297,0.177,4
-0.475,-0.0251,0,0.014,-0.231,0.0254,0.0458,0.239,0.151,1
-0.515,-0.0257,-0.0156,0.014,-0.237,0.0254,0.0588,0.246,0.151,1
-0.798,-0.0257,-0.125,0.014,-0.276,0.0269,0.137,0.255,0.145,1
-0.798,-0.0329,-0.109,0.014,-0.365,0.0256,0.176,0.352,0.228,3
-0.414,-0.0257,0.156,0.014,-0.25,0.0266,0.15,0.291,0.177,4
-0.717,-0.0251,-0.141,0.014,-0.276,0.0256,0.085,0.252,0.151,1
-0.434,-0.0257,-0.0313,0.0143,-0.494,0.026,-0.0196,0.499,0.421,4
-0.798,-0.0257,-0.141,0.014,-0.333,0.0258,0.15,0.31,0.196,1
-0.636,-0.0257,-0.0625,0.0138,-0.256,0.0256,0.111,0.252,0.145,1
-0.798,-0.0257,-0.109,0.014,-0.34,0.0232,0.176,0.326,0.203,1
-0.394,-0.0261,-0.0313,0.0143,-0.218,0.0256,-0.0458,0.217,0.145,1
-0.535,-0.0257,0.344,0.0138,-0.237,0.0255,0.359,0.319,0.151,1
-0.636,-0.0257,0.0156,0.0143,-0.256,0.0246,0.163,0.268,0.151,1
-0.677,-0.0257,-0.0313,0.0143,-0.263,0.0256,0.15,0.265,0.151,1
-0.111,-0.036,0.0469,0.014,-0.372,0.0256,-0.15,0.393,0.35,3
-0.636,-0.0247,-0.0313,0.0122,-0.256,0.0256,0.124,0.258,0.151,1
-0.737,-0.0257,-0.141,0.0143,-0.276,0.0256,0.098,0.252,0.151,1
-0.515,-0.0267,0.0781,0.014,-0.231,0.0269,0.137,0.255,0.145,1
-0.515,-0.0259,-0.125,0.014,-0.237,0.025,-0.0196,0.223,0.151,1
-0.576,-0.0255,-0.0156,0.014,-0.25,0.0256,0.098,0.252,0.151,1
-0.414,-0.0251,-0.0313,0.014,-0.224,0.0245,-0.0196,0.223,0.151,1
-0.535,-0.0263,0,0.014,-0.237,0.0256,0.085,0.249,0.151,1
-0.798,-0.0255,-0.125,0.014,-0.404,0.0256,0.137,0.387,0.273,1
-0.798,-0.0257,-0.0781,0.014,-0.404,0.0249,0.19,0.4,0.273,1
-0.657,-0.0257,-0.0313,0.0151,-0.256,0.0256,0.137,0.258,0.145,1
-0.657,-0.0251,-0.125,0.014,-0.256,0.0256,0.0588,0.239,0.145,1
-0.798,-0.0257,-0.156,0.0125,-0.333,0.0256,0.124,0.307,0.196,1
-0.737,-0.0265,-0.141,0.014,-0.276,0.0256,0.085,0.252,0.151,1
-0.636,-0.0259,-0.125,0.0127,-0.256,0.025,0.0458,0.239,0.145,1
-0.495,-0.0257,0.0156,0.0156,-0.231,0.0256,0.0719,0.246,0.145,1
-0.535,-0.0249,0.0938,0.0143,-0.237,0.0256,0.163,0.268,0.145,1
-0.677,-0.0257,-0.0156,0.0161,-0.263,0.0256,0.176,0.271,0.151,1
-0.434,-0.0257,-0.0469,0.0145,-0.224,0.0257,-0.0327,0.223,0.151,1
-0.798,-0.0257,-0.141,0.014,-0.321,0.0251,0.15,0.303,0.19,1
-0.636,-0.0259,0.0469,0.014,-0.25,0.0272,0.176,0.265,0.145,1
-0.434,-0.0257,0.125,0.0151,-0.224,0.0256,0.111,0.258,0.151,1
-0.556,-0.0257,0.359,0.0158,-0.237,0.0256,0.386,0.319,0.145,1
-0.657,-0.0259,-0.125,0.014,-0.256,0.0256,0.0588,0.242,0.145,1
-0.434,-0.0257,0.109,0.013,-0.365,0.0256,0.111,0.396,0.293,4
-0.556,-0.0257,-0.0156,0.0133,-0.237,0.0256,0.085,0.246,0.145,1
-0.758,-0.0267,-0.125,0.0135,-0.276,0.0253,0.111,0.255,0.145,1
-0.475,-0.0261,0.0156,0.0148,-0.224,0.0256,0.0458,0.236,0.145,1
-0.697,-0.0257,-0.141,0.0135,-0.263,0.0256,0.0719,0.246,0.151,1
0.556,-0.0259,0.313,0.0138,-0.173,0.024,-0.359,0.246,0.254,5
-0.556,-0.0257,0.0469,0.014,-0.25,0.0241,0.137,0.265,0.151,1
-0.596,-0.0261,-0.141,0.014,-0.25,0.0256,0.00654,0.23,0.145,1
-0.798,-0.0257,-0.109,0.014,-0.372,0.0255,0.176,0.358,0.235,1
-0.657,-0.0247,0.0156,0.0148,-0.256,0.0258,0.176,0.268,0.145,1
-0.434,-0.0261,-0.0781,0.0135,-0.41,0.027,-0.0458,0.406,0.338,4
-0.616,-0.0247,-0.0625,0.014,-0.256,0.0243,0.085,0.252,0.151,1
-0.798,-0.0257,0.297,0.014,-0.308,0.0269,0.503,0.374,0.17,1
-0.677,-0.0257,0.0313,0.014,-0.256,0.0277,0.203,0.271,0.145,1
-0.798,-0.0257,-0.156,0.0138,-0.34,0.0253,0.124,0.316,0.203,1
-0.495,-0.0257,0.0156,0.0138,-0.231,0.0251,0.0588,0.242,0.145,1
-0.717,-0.0257,0.328,0.014,-0.276,0.0256,0.477,0.348,0.151,1
-0.798,-0.0257,0.188,0.014,-0.301,0.0272,0.412,0.345,0.164,1
-0.697,-0.0257,-0.125,0.0161,-0.263,0.0256,0.098,0.249,0.145,1
-0.717,-0.0263,0.0156,0.014,-0.276,0.0244,0.229,0.287,0.151,1
-0.576,-0.0267,-0.109,0.014,-0.25,0.0255,0.0196,0.236,0.151,1
-0.798,-0.0257,0.0781,0.014,-0.308,0.0256,0.32,0.332,0.17,1
-0.798,-0.0257,-0.0625,0.014,-0.321,0.0248,0.216,0.319,0.19,1
-0.414,-0.0257,0.0781,0.014,-0.218,0.0261,0.0719,0.239,0.145,1
-0.434,-0.0257,0.125,0.0145,-0.224,0.0256,0.111,0.258,0.151,1
-0.717,-0.0259,-0.109,0.014,-0.263,0.0262,0.111,0.252,0.145,1
-0.737,-0.0257,0.391,0.0156,-0.276,0.0256,0.542,0.361,0.151,1
0.495,-0.0257,0.266,0.014,-0.167,0.0258,-0.359,0.226,0.235,5
-0.677,-0.0257,0.359,0.0143,-0.256,0.0272,0.477,0.339,0.145,1
0.515,-0.0257,0.266,0.014,-0.167,0.0279,-0.359,0.23,0.241,5
-0.434,-0.0251,0.0469,0.014,-0.224,0.0256,0.0458,0.239,0.151,1
-0.798,-0.0257,-0.109,0.014,-0.34,0.0246,0.176,0.326,0.203,1
-0.778,-0.0255,-0.125,0.014,-0.276,0.0261,0.137,0.255,0.145,1
-0.798,-0.0257,-0.109,0.0138,-0.372,0.0258,0.163,0.358,0.241,1
-0.717,-0.0255,-0.109,0.014,-0.263,0.0258,0.111,0.252,0.145,1
-0.515,-0.0257,-0.0625,0.014,-0.231,0.0269,0.0196,0.23,0.145,1
-0.414,-0.0257,-0.0469,0.014,-0.218,0.0258,-0.0327,0.213,0.145,1
-0.636,-0.0257,-0.172,0.0153,-0.256,0.0256,0.00654,0.23,0.151,1
-0.475,-0.0257,0.0156,0.014,-0.231,0.0234,0.0458,0.242,0.151,1
-0.434,-0.0257,-0.125,0.014,-0.417,0.0238,-0.098,0.406,0.35,4
-0.434,-0.0257,0.156,0.0135,-0.256,0.0256,0.15,0.297,0.183,4
-0.798,-0.0257,-0.125,0.014,-0.314,0.0249,0.163,0.3,0.177,1
-0.636,-0.0261,-0.0938,0.014,-0.25,0.0264,0.0588,0.236,0.145,1
-0.798,-0.0257,-0.125,0.0127,-0.288,0.0252,0.15,0.271,0.151,1
-0.535,-0.0257,-0.0625,0.014,-0.237,0.0256,0.0458,0.236,0.145,1
-0.434,-0.0255,0.156,0.0135,-0.237,0.0256,0.15,0.281,0.164,4
-0.515,-0.0257,0.266,0.014,-0.237,0.0238,0.294,0.303,0.151,1
-0.798,-0.0265,0.344,0.014,-0.282,0.0236,0.529,0.361,0.151,1
-0.657,-0.0257,-0.141,0.0143,-0.256,0.026,0.0458,0.236,0.145,1
-0.434,-0.0257,-0.125,0.0143,-0.474,0.0247,-0.098,0.464,0.408,4
-0.596,-0.0263,-0.0156,0.013,-0.25,0.0256,0.124,0.255,0.145,1
0.152,-0.0257,0.0469,0.014,-0.404,0.0234,-0.32,0.422,0.421,5
-0.616,-0.0257,-0.0625,0.0133,-0.25,0.0256,0.085,0.242,0.145,1
-0.616,-0.0257,-0.0781,0.0125,-0.25,0.0259,0.0719,0.242,0.145,1
-0.556,-0.0257,-0.0625,0.014,-0.237,0.0273,0.0588,0.236,0.145,1
-0.495,-0.0259,0.0469,0.0151,-0.231,0.0256,0.098,0.252,0.145,1
-0.636,-0.0257,-0.0938,0.0145,-0.25,0.0265,0.0588,0.236,0.145,1
-0.616,-0.0255,0.0781,0.014,-0.25,0.0256,0.19,0.271,0.145,1
-0.495,-0.0257,0.0156,0.0133,-0.231,0.0256,0.0719,0.246,0.145,1
-0.616,-0.0257,-0.125,0.014,-0.25,0.026,0.0327,0.23,0.145,1
-0.798,-0.0257,-0.125,0.014,-0.455,0.0249,0.15,0.438,0.318,1
-0.798,-0.0267,-0.141,0.014,-0.276,0.0266,0.137,0.252,0.145,1
-0.616,-0.0257,0.0313,0.014,-0.256,0.0234,0.163,0.271,0.151,1
-0.556,-0.0257,0.156,0.013,-0.237,0.0256,0.229,0.281,0.145,1
-0.414,-0.0257,0.188,0.014,-0.263,0.0247,0.163,0.31,0.19,4
-0.798,-0.0263,-0.0469,0.013,-0.288,0.0256,0.216,0.287,0.158,1
-0.657,-0.0255,0.0156,0.014,-0.256,0.0266,0.176,0.268,0.145,1
-0.475,-0.0255,0.0156,0.014,-0.224,0.0278,0.0588,0.236,0.145,1
0.111,-0.0257,0.0156,0.014,-0.429,0.0258,-0.333,0.441,0.441,5
-0.677,-0.0263,-0.0938,0.014,-0.263,0.0252,0.085,0.252,0.151,1
-0.798,-0.0257,-0.141,0.014,-0.314,0.0248,0.137,0.294,0.183,1
-0.475,-0.0257,-0.0781,0.014,-0.224,0.0258,-0.0196,0.217,0.145,1
-0.737,-0.0267,0.375,0.0143,-0.276,0.0256,0.542,0.361,0.151,1
-0.798,-0.0257,0.172,0.014,-0.276,0.0272,0.399,0.316,0.145,1
-0.798,-0.0257,0.156,0.014,-0.372,0.024,0.386,0.413,0.241,1
-0.798,-0.0257,-0.0938,0.014,-0.288,0.0271,0.176,0.281,0.158,1
-0.717,-0.0257,0.0156,0.0138,-0.263,0.0256,0.216,0.274,0.145,1
-0.677,-0.0261,-0.125,0.014,-0.263,0.0245,0.0719,0.246,0.151,1
-0.333,-0.0261,0.406,0.014,-0.205,0.0256,0.281,0.297,0.151,1
-0.515,-0.0259,-0.125,0.014,-0.237,0.0249,-0.0196,0.223,0.151,1
-0.434,-0.0257,0.156,0.014,-0.25,0.0241,0.15,0.291,0.17,4
-0.414,-0.0257,0.344,0.014,-0.224,0.0252,0.294,0.303,0.151,1
-0.576,-0.0251,-0.125,0.014,-0.25,0.0256,0.0196,0.233,0.151,1
-0.717,-0.0255,-0.125,0.014,-0.263,0.0264,0.098,0.249,0.145,1
-0.616,-0.0257,0.0313,0.014,-0.25,0.0263,0.163,0.265,0.145,1
-0.798,-0.0259,0.328,0.0135,-0.288,0.0254,0.529,0.364,0.158,1
-0.657,-0.0265,-0.125,0.0145,-0.256,0.0256,0.0719,0.242,0.145,1
-0.798,-0.0247,-0.125,0.014,-0.288,0.0256,0.137,0.271,0.158,1
-0.475,-0.0259,-0.0625,0.014,-0.224,0.0261,-0.00654,0.217,0.145,1
-0.677,-0.0259,-0.109,0.014,-0.256,0.0265,0.085,0.242,0.145,1
-0.434,-0.0257,-0.125,0.014,-0.429,0.0238,-0.098,0.413,0.357,4
-0.434,-0.0257,0.156,0.014,-0.224,0.0255,0.15,0.265,0.151,1
-0.737,-0.0259,0.0156,0.014,-0.276,0.0256,0.229,0.284,0.151,1
-0.434,-0.0257,-0.0625,0.0125,-0.436,0.0256,-0.0327,0.435,0.363,4
-0.677,-0.0257,-0.0156,0.0135,-0.263,0.0252,0.163,0.271,0.151,1
-0.414,-0.0253,0.0625,0.014,-0.218,0.0275,0.0588,0.236,0.145,1
-0.798,-0.0257,-0.0938,0.014,-0.346,0.0256,0.19,0.339,0.215,1
-0.414,-0.0249,0.156,0.014,-0.256,0.0272,0.15,0.297,0.183,4
-0.758,-0.0267,-0.0625,0.014,-0.276,0.0256,0.163,0.268,0.145,1
-0.636,-0.0257,0.0313,0.0145,-0.256,0.0256,0.176,0.271,0.151,1
-0.798,-0.0257,-0.0469,0.014,-0.276,0.0267,0.216,0.271,0.145,1
-0.515,-0.0257,-0.0781,0.0135,-0.231,0.0279,0.00654,0.223,0.145,1
-0.414,-0.0249,0.219,0.014,-0.237,0.026,0.19,0.291,0.164,4
-0.758,-0.0263,0.328,0.014,-0.276,0.0256,0.49,0.348,0.145,1
0.0505,-0.0257,-0.0313,0.014,-0.494,0.027,-0.32,0.499,0.498,5
-0.758,-0.0259,-0.141,0.0143,-0.276,0.0256,0.124,0.252,0.145,1
0.152,-0.0263,0.0469,0.014,-0.378,0.0256,-0.307,0.4,0.395,5
-0.475,-0.0261,0.0156,0.014,-0.224,0.0256,0.0458,0.236,0.145,1
0.0909,-0.0261,-0.0156,0.014,-0.455,0.0256,-0.32,0.464,0.46,5
-0.556,-0.0263,0.0156,0.0135,-0.237,0.0254,0.111,0.252,0.145,1
-0.616,-0.0255,-0.109,0.014,-0.25,0.0259,0.0458,0.236,0.145,1
-0.414,-0.0257,0.188,0.0145,-0.237,0.0256,0.163,0.287,0.164,4
-0.636,-0.0257,-0.141,0.014,-0.25,0.0269,0.0327,0.23,0.145,1
-0.414,-0.0257,-0.125,0.014,-0.417,0.0249,-0.098,0.406,0.35,4
-0.475,-0.0251,-0.0625,0.014,-0.224,0.026,-0.00654,0.22,0.145,1
-0.798,-0.0257,-0.109,0.014,-0.378,0.0252,0.163,0.368,0.248,1
-0.717,-0.0257,-0.156,0.014,-0.263,0.0257,0.0719,0.242,0.145,1
