@relation segment-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute region-centroid-col numeric
@attribute region-centroid-row numeric
@attribute region-pixel-count numeric
@attribute short-line-density-5 numeric
@attribute short-line-density-2 numeric
@attribute vedge-mean numeric
@attribute vegde-sd numeric
@attribute hedge-mean numeric
@attribute hedge-sd numeric
@attribute intensity-mean numeric
@attribute rawred-mean numeric
@attribute rawblue-mean numeric
@attribute rawgreen-mean numeric
@attribute exred-mean numeric
@attribute exblue-mean numeric
@attribute exgreen-mean numeric
@attribute value-mean numeric
@attribute saturation-mean numeric
@attribute hue-mean numeric
@attribute class {brickface,sky,foliage,cement,window,path,grass}

@data
0.110672,0.229167,0,0,0,0.087453,0.002181,0.048447,0.003711,0.157759,0.154781,0.198085,0.117693,0.798828,0.359338,0.278937,0.198085,0.438246,0.2218,brickface
0.312253,0.275,0,0,0,0.047529,0.001072,0.014907,0.000402,0.412085,0.372772,0.490427,0.366328,0.451172,0.602837,0.225806,0.490427,0.31069,0.152498,cement
0.197628,0.416667,0,0,0,0.555133,0.016581,0.009938,0.000248,0.237801,0.221232,0.279823,0.208885,0.673829,0.386524,0.356736,0.279823,0.290355,0.175735,cement
0.162055,0.970833,0,0.333333,0,0.038023,0.001483,0.024845,0.000908,0.089337,0.069692,0.07732,0.12081,0.701172,0.091017,0.804553,0.114138,0.446035,0.919922,grass
0.134387,0.354167,0,0.333333,0,0.072243,0.001016,0.063354,0.002781,0.151562,0.15154,0.184094,0.116913,0.822266,0.320331,0.318786,0.184094,0.399499,0.231382,brickface
0.750988,0.629167,0,0,0,0.089354,0.001901,0.316771,0.152144,0.285568,0.254457,0.332106,0.265783,0.552735,0.419621,0.421252,0.335788,0.298124,0.082669,path
0.086957,0.308333,0,0,0,0.04943,0.001061,0.039752,0.000695,0.125227,0.137764,0.145066,0.091972,0.921875,0.252955,0.33017,0.145066,0.399751,0.280467,brickface
0.268775,0.2375,0,0,0,0.028517,0.00087,0.017391,0.000421,0.392462,0.358995,0.470545,0.341387,0.500001,0.596927,0.187856,0.470545,0.316026,0.164939,cement
0.300395,0.725,0,0,0,0.10076,0.007727,0.13913,0.023168,0.226957,0.213128,0.262887,0.20187,0.697266,0.35461,0.3852,0.262887,0.27036,0.162277,path
0.134387,0.270833,0,0,0.5,0.26616,0.193812,0.175155,0.145508,0.094242,0.061588,0.128866,0.088854,0.605469,0.316785,0.535104,0.128866,0.637421,0.088145,foliage
0.996047,0.791667,0,0,0,0.102662,0.002714,0.063354,0.001685,0.306482,0.286062,0.357143,0.272018,0.623048,0.444445,0.313092,0.357143,0.28083,0.165223,path
0.252964,0.6875,0,0,0,0.098859,0.001483,0.03354,0.000843,0.34676,0.329822,0.404271,0.301636,0.634765,0.486998,0.233397,0.404271,0.294787,0.182511,path
0.822134,0.4625,0,0,0,0.028517,0.000078,0.2559,0.065518,0.273432,0.26094,0.315169,0.240841,0.691407,0.393617,0.328273,0.315169,0.282411,0.17924,cement
0.889328,0.329167,0,0,0,0.026616,0.000626,0.008696,0.000181,0.05009,0.037277,0.080265,0.030397,0.763672,0.28487,0.432637,0.080265,0.641018,0.178475,window
0.296443,0.033333,0,0,0,0.032319,0.000447,0.019876,0.000421,0.796541,0.736629,0.877022,0.767726,0.173828,0.704491,0.332069,0.877022,0.236733,0.11308,sky
0.909091,0.008333,0,0,0,0.043726,0.000579,0.02236,0.00076,0.827271,0.777151,0.899854,0.79735,0.234376,0.673759,0.322581,0.899854,0.215088,0.117155,sky
0.557312,0.420833,0,0,0,0.036122,0.000495,0.012422,0.000248,0.201137,0.179093,0.240059,0.180826,0.646484,0.362884,0.421252,0.240059,0.32175,0.142834,window
0.280632,0.75,0,0.333333,0,0.043726,0.000512,0.069565,0.003323,0.105862,0.088331,0.098675,0.130164,0.710938,0.118203,0.751423,0.122975,0.35037,0.945914,grass
0.628458,0.125,0,0,0,0.028517,0.000816,0.004969,0.000124,0.004906,0.004052,0.0081,0.002338,0.865234,0.144208,0.559772,0.0081,0.537037,0.202917,window
0.075099,0.245833,0,0,0,0.393536,0.008841,0.17764,0.004989,0.129616,0.099676,0.158321,0.127825,0.613281,0.29669,0.559772,0.158321,0.476884,0.077012,foliage
0.003953,0.354167,0,0,0,0.131179,0.013389,0.052174,0.005418,0.036406,0.015397,0.064801,0.0265,0.708985,0.27305,0.504744,0.064801,0.824784,0.120744,foliage
0.909091,0.620833,0,0,0,0.089354,0.00831,0.294411,0.100882,0.285051,0.248785,0.343152,0.257988,0.515626,0.475178,0.368122,0.343152,0.339618,0.119873,path
0.324111,0.179167,0,0,0,0.026616,0.000726,0.014907,0.000402,0.766592,0.711508,0.844621,0.735774,0.218751,0.685579,0.318786,0.844621,0.234504,0.117277,sky
0.335968,0.758333,0,0,0,0.112167,0.001666,0.049689,0.001305,0.428093,0.391411,0.507364,0.378799,0.464844,0.611111,0.199241,0.507364,0.299579,0.158198,path
0.549407,0.258333,0,0,0,0.058935,0.000835,0.017391,0.000724,0.322748,0.333064,0.338733,0.2954,0.839844,0.281323,0.364326,0.338733,0.176156,0.230591,cement
0.162055,0.191667,0,0,0,0.047529,0.000984,0.02236,0.000263,0.458044,0.433549,0.526509,0.408416,0.542969,0.566194,0.195447,0.526509,0.266776,0.171511,cement
0.245059,0.870833,0,0,0,0.104563,0.01539,0.081988,0.004392,0.057062,0.047812,0.04271,0.08106,0.78711,0.072104,0.751423,0.076583,0.486717,0.869391,grass
0.778656,0.570833,0,0.333333,0,0.057034,0.00085,0.024845,0.000708,0.012394,0.008104,0.021355,0.007015,0.837891,0.173759,0.538899,0.021355,0.612963,0.169066,window
0.367589,0.5375,0,0,0,0.005703,0.000034,0.007453,0.000032,0.021172,0.012966,0.040501,0.008574,0.806641,0.225768,0.485768,0.040501,0.797884,0.179115,window
0.059289,0.4875,0,0,0,0.01711,0.000078,0.014907,0.000224,0.03873,0.050243,0.044183,0.021824,0.943359,0.163121,0.45351,0.047128,0.561508,0.348338,brickface
0.786561,0.083333,0,0,0,0.072243,0.001233,0.113044,0.001932,0.078493,0.060778,0.10972,0.062354,0.71875,0.29669,0.457305,0.10972,0.500944,0.147608,window
0.181818,0.354167,0,0,0,0.032319,0.000579,0.018634,0.000543,0.431708,0.397083,0.510309,0.381137,0.478517,0.608747,0.189753,0.510309,0.297221,0.161627,cement
0.316206,0.283333,0,0,0,0.015209,0.000075,0.019876,0.00047,0.319392,0.312804,0.357143,0.285268,0.71875,0.385343,0.314991,0.357143,0.245206,0.190433,cement
0.134387,0.129167,0,0.333333,0,0.036122,0.000153,0.031056,0.000366,0.157501,0.145867,0.206185,0.116913,0.736328,0.399528,0.275142,0.206185,0.462752,0.203362,brickface
0.146245,0.345833,0,0.333333,0,0.047529,0.00105,0.019876,0.000562,0.474827,0.445705,0.547864,0.424785,0.503907,0.592199,0.19165,0.547864,0.267258,0.165108,cement
0.932806,0.75,0,0,0,0.034221,0.000314,0.03354,0.000729,0.051123,0.038898,0.036082,0.078721,0.767578,0.067376,0.777989,0.074374,0.53582,0.874345,grass
0.395257,0.2875,0,0,0,0.121673,0.001867,0.067081,0.002789,0.172993,0.177472,0.209131,0.130164,0.847656,0.342789,0.258064,0.209131,0.412094,0.240938,brickface
0.264822,0.383333,0,0,0,0.022814,0.000583,0.024845,0.000695,0.014976,0.00081,0.037555,0.004677,0.765625,0.239953,0.502846,0.037555,0.987654,0.14532,foliage
0.743083,0.554167,0,0,0,0,0,0,0,0,0,0,0,0.873047,0.12766,0.578747,0,0,0.515167,window
0.312253,0.254167,0,0,0,0.041825,0.001012,0.032298,0.000842,0.41131,0.374392,0.493372,0.359313,0.46875,0.620567,0.180266,0.493372,0.314606,0.161439,cement
0.098814,0.525,0,0,0,0.001901,0.000019,0.002484,0.000021,0.001807,0,0.005155,0,0.859375,0.144208,0.565465,0.005155,0.777778,0.160731,foliage
0.56917,0.091667,0,0,0,0.030418,0.000274,0.019876,0.000448,0.868325,0.825769,0.933726,0.83866,0.275391,0.648936,0.322581,0.933726,0.196297,0.120262,sky
0.549407,0.383333,0,0.333333,0,0.074145,0.00344,0.040994,0.001563,0.152337,0.154781,0.185567,0.114575,0.839844,0.323877,0.296014,0.185567,0.416239,0.238577,brickface
0.774704,0.195833,0,0,0,0.028517,0.000629,0.032298,0.000724,0.852312,0.805508,0.919736,0.82463,0.250001,0.654847,0.337761,0.919736,0.204147,0.116246,sky
0.960474,0.5125,0,0.333333,0,0.072243,0.001138,0.02236,0.000527,0.311646,0.270665,0.385861,0.272018,0.472656,0.559102,0.275142,0.385861,0.361284,0.147032,cement
0.26087,0.7625,0,0,0,0.127376,0.001509,0.144099,0.00286,0.410019,0.377634,0.480854,0.365548,0.501954,0.566194,0.235294,0.480854,0.286791,0.157594,path
0.44664,0.9625,0,0,0,0.093156,0.002474,0.104348,0.001385,0.167829,0.140194,0.148748,0.214341,0.617187,0.07565,0.910815,0.202504,0.371695,0.920606,grass
0.003953,0.975,0,0,0,0.064639,0.002181,0.070808,0.002364,0.044668,0.045381,0.039764,0.049104,0.863281,0.114657,0.609108,0.047864,0.191049,0.812446,grass
0.802372,0.058333,0,0,0,0.020913,0.000332,0.018634,0.000345,0.714432,0.641816,0.832844,0.657831,0.109376,0.867613,0.132828,0.832844,0.299583,0.133822,sky
0.920949,0.625,0,0,0,0.030418,0.000506,0.036025,0.001013,0.132714,0.110211,0.112666,0.17537,0.666015,0.062648,0.88425,0.165685,0.395599,0.903168,grass
0.754941,0.629167,0,0,0,0.081749,0.002215,0.334161,0.158385,0.281953,0.251215,0.327687,0.262664,0.556641,0.414894,0.425047,0.333578,0.307814,0.079631,path
0.952569,0.716667,0,0,0,0.051331,0.000945,0.048447,0.001297,0.107153,0.092383,0.082474,0.147311,0.730469,0.034279,0.867172,0.139175,0.420244,0.866467,grass
0.743083,0.720833,0,0,0.5,0.057034,0.00085,0.062112,0.001448,0.352699,0.334684,0.413107,0.305533,0.625,0.502364,0.218217,0.413107,0.300945,0.182718,path
0.758893,0.1,0,0,0,0.009506,0.000288,0.016149,0.000206,0.951458,0.957049,0.96907,0.925952,0.595703,0.438534,0.349147,0.96907,0.103336,0.151857,sky
0.869565,0.791667,0,0.333333,0,0.04943,0.001138,0.054658,0.000602,0.133488,0.10697,0.117084,0.176149,0.63672,0.080378,0.88425,0.166421,0.416762,0.919585,grass
0.612648,0.283333,0,0,0.5,0.06654,0.002474,0.106832,0.002516,0.09889,0.076986,0.13623,0.08028,0.681641,0.330969,0.43833,0.13623,0.485044,0.146949,window
0.901186,0.379167,0,0,0,0.030418,0.000726,0.17764,0.003914,0.29822,0.269854,0.360824,0.258768,0.56836,0.5,0.277039,0.360824,0.318271,0.161716,cement
0.557312,0.091667,0,0,0,0.01711,0.000629,0.01118,0.000252,0.770984,0.705835,0.852726,0.745903,0.144533,0.704491,0.360531,0.852726,0.247776,0.107657,sky
0.359684,0.3875,0,0,0,0.058935,0.001448,0.040994,0.000994,0.700754,0.636143,0.794551,0.662507,0.171875,0.745863,0.267553,0.794551,0.272403,0.121504,sky
0.418972,0.75,0,0,0,0.127376,0.003024,0.064596,0.00201,0.432482,0.397083,0.517673,0.375681,0.472656,0.640662,0.144213,0.517673,0.314683,0.167211,path
0.019763,0.454167,0,0,0,0.011407,0.00009,0.01118,0.000056,0.008004,0.001621,0.019882,0.001559,0.824219,0.186761,0.531309,0.019882,1,0.167012,foliage
0.762846,0.254167,0,0,0,0.034221,0.000403,0.026087,0.000826,0.651435,0.577796,0.77614,0.589242,0.123047,0.882979,0.094877,0.77614,0.323421,0.138498,sky
0.312253,0.316667,0,0,0.5,0.834602,0.577781,1,1,0.470179,0.428688,0.523564,0.452844,0.416016,0.496454,0.43074,0.523564,0.306281,0.10527,foliage
0.743083,0.433333,0,0,0,0.005703,0.000034,0.007453,0.000096,0.046476,0.059968,0.052283,0.02728,0.955078,0.166667,0.436433,0.055965,0.53858,0.351836,brickface
0.083004,0.7875,0,0,0,0.098859,0.00243,0.108075,0.001892,0.381359,0.349271,0.45729,0.331254,0.513673,0.583924,0.195447,0.45729,0.317362,0.165595,path
0.873518,0.429167,0,0,0,0.009506,0.000063,0.009938,0.000053,0.037955,0.044571,0.048601,0.020265,0.908203,0.187943,0.447818,0.048601,0.603175,0.292709,brickface
0.786561,0.975,0,0.333333,0,0.051331,0.00093,0.023603,0.000366,0.112316,0.08671,0.099411,0.150428,0.65039,0.092199,0.851992,0.14212,0.44538,0.926867,grass
0.901186,0.683333,0,0,0,0.039924,0.000527,0.126708,0.018851,0.230055,0.211507,0.271723,0.203429,0.66211,0.382979,0.373814,0.271723,0.286834,0.161271,path
0.304348,0.366667,0,0,0,0.055133,0.008085,0.068323,0.010657,0.028918,0.008104,0.059646,0.016368,0.712891,0.282506,0.485768,0.059646,0.9109,0.13344,foliage
0.438735,0.775,0,0,0,0.144487,0.003019,0.110559,0.002253,0.350892,0.32577,0.412371,0.30943,0.574219,0.507093,0.259961,0.412371,0.296328,0.164654,path
0.462451,0.416667,0,0,0,0.041825,0.001056,0.012422,0.000196,0.434032,0.411669,0.499263,0.385813,0.566407,0.544917,0.206831,0.499263,0.269218,0.174316,cement
0.490119,0.1875,0,0,0,0.091255,0.003675,0.06087,0.001135,0.199587,0.190438,0.249632,0.155105,0.740234,0.416076,0.244781,0.249632,0.41394,0.207183,brickface
0.897233,0.466667,0,0,0,0.005703,0.000078,0.009938,0.00015,0.004906,0,0.013255,0.000779,0.835938,0.169031,0.548387,0.013255,1,0.155849,foliage
0.913043,0.683333,0,0,0,0.039924,0.000629,0.063354,0.001564,0.107153,0.090761,0.089838,0.141075,0.71875,0.06974,0.821631,0.133284,0.387412,0.894615,grass
0.110672,0.170833,0,0,0,0.013308,0.000019,0.029814,0.000128,0.876844,0.842792,0.929306,0.852689,0.333984,0.588652,0.362428,0.929306,0.175849,0.117732,sky
0.181818,0.825,0,0,0,0.058935,0.0013,0.031056,0.00067,0.081074,0.069692,0.061119,0.113016,0.763672,0.050827,0.808348,0.106775,0.464325,0.863942,grass
0.225296,0.195833,0,0,0,0.019011,0.000407,0.019876,0.000621,0.857477,0.820912,0.910895,0.83476,0.322267,0.588652,0.373814,0.910895,0.180972,0.114873,sky
0.359684,0.2375,0,0,0,0.036122,0.000153,0.017391,0.00047,0.876844,0.843601,0.934462,0.846453,0.339845,0.613476,0.316889,0.934462,0.179629,0.125833,sky
0.87747,0.745833,0,0,0,0.068441,0.001041,0.045963,0.001058,0.326879,0.306321,0.382916,0.286827,0.615234,0.475178,0.271347,0.382916,0.292226,0.172454,path
0.130435,0.770833,0,0,0,0.047529,0.002035,0.053416,0.000879,0.109476,0.090761,0.100147,0.137178,0.701172,0.108747,0.776091,0.129603,0.365232,0.940235,grass
0.245059,0.008333,0,0,0,0.020913,0.000198,0.026087,0.000729,0.922025,0.895464,0.963914,0.901793,0.373048,0.548464,0.388994,0.963914,0.155825,0.115711,sky
0.932806,0.75,0,0,0,0.034221,0.000314,0.03354,0.000729,0.051123,0.038898,0.036082,0.078721,0.767578,0.067376,0.777989,0.074374,0.53582,0.874345,grass
0.656126,0.745833,0,0,0,0.104563,0.000861,0.113044,0.002008,0.356056,0.327391,0.418998,0.316445,0.546875,0.515366,0.273245,0.418998,0.298958,0.157636,path
0.699605,0.4625,0,0,0,0.019011,0.00012,0.017391,0.000085,0.040795,0.053485,0.045655,0.023383,0.951172,0.160756,0.449715,0.049337,0.549603,0.355658,brickface
0.320158,0.529167,0,0,0,0.030418,0.000523,0.019876,0.000278,0.009812,0,0.025037,0.003118,0.798828,0.20331,0.529412,0.025037,1,0.147268,foliage
0.644269,0.141667,0,0,0,0.036122,0.000601,0.02236,0.00016,0.710563,0.642626,0.825481,0.653155,0.144533,0.849882,0.127136,0.825481,0.292503,0.136376,sky
0.039526,0.404167,0,0,0,0.045627,0.000807,0.031056,0.000687,0.123161,0.138574,0.139911,0.090413,0.943359,0.237588,0.333966,0.139911,0.388756,0.294808,brickface
0.466403,0.658333,0,0,0,0.039924,0.000991,0.02236,0.000663,0.180997,0.15235,0.165685,0.224473,0.605469,0.096927,0.888045,0.212076,0.347783,0.934699,grass
0.474308,0.295833,0,0,0,0.019011,0.000347,0.013665,0.00032,0.742582,0.677472,0.834315,0.706936,0.154297,0.745863,0.28463,0.834315,0.262093,0.118344,sky
0.909091,0.779167,0,0.333333,0,0.034221,0.000134,0.024845,0.000887,0.110251,0.090761,0.094256,0.145752,0.695313,0.076832,0.833017,0.137703,0.400903,0.908609,grass
0.075099,0.5125,0,0,0,0.022814,0.00009,0.013665,0.000174,0.020656,0.008104,0.04271,0.009353,0.775391,0.23877,0.495256,0.04271,0.829233,0.154184,window
0.343874,0.833333,0,0.666667,0,0.047529,0.000887,0.054658,0.00105,0.075394,0.06483,0.05081,0.111457,0.771484,0.027187,0.838709,0.105302,0.524328,0.843614,grass
0.794466,0.758333,0,0,0,0.038023,0.000757,0.075776,0.001796,0.290732,0.276337,0.335788,0.25643,0.671876,0.413712,0.314991,0.335788,0.278387,0.177891,path
0.936759,0.208333,0,0,0,0.022814,0.000475,0.016149,0.000354,0.061193,0.04295,0.094992,0.042868,0.720703,0.304965,0.442125,0.094992,0.588823,0.156088,window
0.071146,0.720833,0,0,0,0.019011,0.000347,0.018634,0.00045,0.099148,0.089951,0.072901,0.135619,0.773438,0.024823,0.840606,0.128129,0.431152,0.843117,grass
0.727273,0.304167,0,0,0,0.020913,0.000495,0.01118,0.000331,0.162149,0.136143,0.207658,0.138737,0.630859,0.385343,0.40038,0.207658,0.404099,0.145423,window
0.529644,0.3875,0,0,0,0.032319,0.000108,0.044721,0.000513,0.443585,0.424636,0.507364,0.393607,0.587891,0.540189,0.193548,0.507364,0.267219,0.17898,cement
0.335968,0.6,0,0,0,0.146388,0.01064,0.120497,0.043453,0.060935,0.048622,0.08542,0.046765,0.763672,0.260047,0.472486,0.08542,0.392385,0.163287,window
0.249012,0.158333,0,0,0,0.03232,0.000243,0.016149,0.000302,0.759105,0.708266,0.854197,0.706158,0.251954,0.765957,0.157495,0.854197,0.246491,0.140888,sky
0.782609,0.370833,0,0,0,0.081749,0.001453,0.054658,0.004349,0.042345,0.020259,0.076583,0.02728,0.699219,0.3026,0.466793,0.076583,0.773815,0.138418,foliage
0.849802,0.658333,0,0,0,0.028517,0.000392,0.043478,0.000302,0.115673,0.093193,0.103829,0.149649,0.671876,0.098109,0.821631,0.141384,0.400756,0.929067,grass
0.470356,0.379167,0,0,0,0.026616,0.000164,0.014907,0.000128,0.442552,0.414101,0.511045,0.396725,0.519532,0.562648,0.223909,0.511045,0.26938,0.162654,cement
0.711462,0.066667,0,0,0,0.024715,0.000467,0.01118,0.000184,0.962564,0.966779,0.971284,0.947775,0.582031,0.398345,0.426945,0.971284,0.096263,0.13194,sky
0.770751,0.35,0,0,0,0.058935,0.001133,0.029814,0.000912,0.053189,0.049433,0.071429,0.037412,0.828125,0.228132,0.4611,0.071429,0.512566,0.21914,window
0.557312,0.416667,0,0,0,0.038023,0.000459,0.012422,0.000248,0.200362,0.179093,0.23785,0.180826,0.652343,0.355791,0.426945,0.23785,0.315484,0.142409,window
0.023715,0.595833,0,0,0.5,0.104563,0.003864,0.085714,0.001571,0.353474,0.32496,0.424153,0.305533,0.548829,0.55201,0.212525,0.424153,0.321345,0.171109,cement
0.201581,0.770833,0,0,0,0.04943,0.001339,0.151553,0.003021,0.321199,0.294976,0.378497,0.285268,0.576172,0.479905,0.301708,0.378497,0.294045,0.158823,path
0.051383,0.25,0,0,0,0.44677,0.010469,0.489441,0.011928,0.222051,0.186386,0.266568,0.208885,0.541016,0.394799,0.472486,0.266568,0.395671,0.108707,foliage
0.027668,0.783333,0,0,0,0.057034,0.000795,0.031056,0.000514,0.10457,0.097245,0.078056,0.139516,0.785156,0.024823,0.829222,0.131811,0.408885,0.837602,grass
0.474308,0.204167,0,0,0,0.077947,0.002349,0.064596,0.002073,0.186419,0.179903,0.233431,0.142634,0.763672,0.398345,0.250475,0.233431,0.4223,0.214596,brickface
0.478261,0,0,0,0,0.034221,0.000314,0.064596,0.003644,1,0.998381,1,1,0.527343,0.365248,0.533207,1,0.092773,0.088428,sky
0.142292,0.495833,0,0,0,0.026616,0.000971,0.028571,0.000687,0.011361,0.008104,0.019882,0.005456,0.845703,0.171395,0.535104,0.019882,0.855556,0.183506,window
0.067194,0.133333,0,0,0,0.064639,0.001787,0.034783,0.000882,0.451073,0.400325,0.547128,0.397505,0.35547,0.6974,0.166983,0.547128,0.335115,0.149537,cement
0.166008,0.525,0,0,0,0.005703,0.000078,0.031056,0.001264,0.011619,0.004862,0.025037,0.003897,0.820313,0.195035,0.521821,0.025037,0.917989,0.164651,window
0.146245,0.420833,0,0,0,0.019011,0.000388,0.02236,0.000064,0.043377,0.051054,0.053755,0.024941,0.914063,0.187943,0.442125,0.053755,0.559171,0.29957,brickface
0.268775,0.533333,0,0,0,0.096958,0.001788,0.047205,0.001204,0.126001,0.116694,0.149485,0.109899,0.763672,0.270685,0.455408,0.158321,0.386612,0.226997,foliage
0.256917,0.408333,0,0,0,0.028517,0.000816,0.02236,0.000608,0.714432,0.65235,0.810013,0.671861,0.185548,0.757683,0.235294,0.810013,0.268118,0.126352,sky
0.711462,0.016667,0,0,0,0.028517,0.000213,0.032298,0.000887,0.978054,0.976501,0.991166,0.96414,0.535157,0.423168,0.432637,0.991166,0.104639,0.120766,sky
0.328063,0.3125,0,0,0,0.028517,0.000697,0.026087,0.000499,0.737417,0.677472,0.822532,0.703815,0.193359,0.712766,0.299811,0.822532,0.251552,0.118527,sky
0.636364,0.0125,0,0,0,0.032319,0.000538,0.013665,0.000514,0.785958,0.722043,0.865981,0.761497,0.148438,0.699764,0.364326,0.865981,0.242294,0.107497,sky
0.075099,0.6625,0,0,0,0.026616,0.000792,0.024845,0.000406,0.136329,0.110211,0.125184,0.173032,0.638673,0.106383,0.840606,0.163476,0.387467,0.938986,grass
0.019763,0.445833,0,0,0,0.001901,0.000137,0.001242,0.000098,0.000258,0,0.000736,0,0.871094,0.130024,0.57685,0.000736,0.111111,0.160731,foliage
0.181818,0.45,0,0.333333,0,0.077947,0.002294,0.029814,0.000997,0.030467,0.015397,0.044919,0.029618,0.753906,0.204492,0.571157,0.044919,0.732926,0.07733,foliage
0.735178,0.454167,0,0,0,0.076046,0.002101,0.028571,0.000467,0.41854,0.414911,0.459499,0.378019,0.707032,0.42435,0.263758,0.459499,0.222808,0.194818,cement
0.335968,0.233333,0,0,0,0.034221,0.000627,0.023603,0.000494,0.758847,0.725284,0.832108,0.712394,0.376954,0.660756,0.204933,0.832108,0.207702,0.147413,sky
0.675889,0.083333,0,0,0,0.024715,0.000422,0.014907,0.000513,0.950943,0.953811,0.963914,0.932967,0.576172,0.416076,0.404175,0.963914,0.10071,0.134145,sky
0.873518,0.2125,0,0,0,0.009506,0.000253,0.014907,0.000402,0.044668,0.029984,0.075846,0.025721,0.751953,0.288416,0.43833,0.075846,0.680808,0.170928,window
0.482213,0.520833,0,0,0,0.019011,0.001105,0.014907,0.000962,0.007746,0.00081,0.019882,0.001559,0.820313,0.187943,0.533207,0.019882,0.986111,0.157927,foliage
0.55336,0.083333,0,0,0,0.04943,0.000388,0.027329,0.000855,0.884073,0.854133,0.935933,0.856583,0.361329,0.58747,0.337761,0.935933,0.170718,0.124115,sky
0.652174,0.725,0,0,0,0.06654,0.000253,0.044721,0.000152,0.378003,0.354134,0.445508,0.328916,0.574219,0.542553,0.203036,0.445508,0.302539,0.175351,path
0.426877,0.416667,0,0,0,0.04943,0.001098,0.03354,0.001062,0.40279,0.374392,0.474963,0.353077,0.533204,0.570922,0.197344,0.474963,0.298892,0.169064,cement
0.383399,0.45,0,0.666667,0,0.04943,0.000523,0.057143,0.004029,0.15053,0.155591,0.181148,0.113016,0.859375,0.310874,0.297913,0.181148,0.408211,0.24796,brickface
0.802372,0.4375,0,0,0,0.036122,0.001274,0.023603,0.001039,0.015234,0.002431,0.033873,0.007794,0.775391,0.22104,0.523719,0.033873,0.96142,0.134555,foliage
0.719368,0.416667,0,0,0,0.022814,0.000314,0.023603,0.000366,0.039763,0.050243,0.046392,0.022603,0.935547,0.169031,0.451613,0.048601,0.566138,0.334925,brickface
0.822134,0,0,0,0,0.028517,0.000258,0.048447,0.002781,0.986838,0.985413,0.994844,0.97817,0.533204,0.40071,0.470588,0.994844,0.099836,0.108746,sky
0.513834,0.820833,0,0,0,0.047529,0.000422,0.013665,0.000174,0.112833,0.093193,0.099411,0.145752,0.69336,0.089834,0.814042,0.137703,0.383167,0.919966,grass
0.134387,0.516667,0,0,0,0.007605,0.00012,0.004969,0.000085,0.001549,0,0.004418,0,0.861328,0.141844,0.567362,0.004418,0.333333,0.160731,foliage
0.284585,0.441667,0,0,0,0.053232,0.000971,0.013665,0.000558,0.009295,0.001621,0.023564,0.001559,0.814453,0.198582,0.521821,0.023564,0.968254,0.160731,foliage
0.284585,0.791667,0,0,0.5,0.024715,0.000652,0.099379,0.001771,0.409245,0.385738,0.478645,0.357754,0.566407,0.559102,0.184061,0.478645,0.294187,0.177089,path
0.944664,0.266667,0,0,0,1,0.756024,0.228571,0.071481,0.26517,0.21718,0.335788,0.236165,0.4375,0.530733,0.354839,0.335788,0.464912,0.128613,foliage
0.335968,0.733333,0,0,0,0.038023,0.000726,0.032298,0.000541,0.095791,0.085089,0.068483,0.13484,0.763672,0.018913,0.859581,0.127393,0.463329,0.843721,grass
0.403162,0.854167,0,0,0,0.051331,0.000571,0.018634,0.000858,0.049316,0.037277,0.033137,0.077942,0.769531,0.061466,0.785578,0.073638,0.593124,0.867048,grass
0.16996,0.925,0,0,0,0.076046,0.002164,0.047205,0.000958,0.100956,0.091573,0.07511,0.137178,0.771484,0.027187,0.838709,0.129603,0.422174,0.845234,grass
0.422925,0.466667,0,0,0,0.020913,0.000243,0.014907,0.000192,0.046992,0.059968,0.053019,0.028059,0.951172,0.167849,0.43833,0.055965,0.524471,0.348352,brickface
0.652174,0.229167,0,0,0,0.026616,0.000661,0.118013,0.003577,0.290215,0.295787,0.307069,0.266562,0.816406,0.277778,0.392789,0.307069,0.178875,0.21926,cement
0.359684,0.145833,0,0,0,0.020913,0.000243,0.024845,0.000727,0.749554,0.684766,0.854197,0.69992,0.154297,0.809693,0.182164,0.854197,0.271501,0.130871,sky
0.853755,0.141667,0,0.333333,0,0.030418,0.000209,0.034783,0.000598,0.847153,0.810373,0.910159,0.814494,0.32422,0.632387,0.301708,0.910159,0.190912,0.127178,sky
0.29249,0.954167,0,0,0,0.08365,0.001968,0.047205,0.000982,0.147431,0.123987,0.118557,0.200311,0.654298,0.023641,0.958253,0.189249,0.417218,0.883331,grass
0.296443,0.991667,0,0.333333,0,0.070342,0.00208,0.052174,0.003975,0.09321,0.089141,0.086892,0.103663,0.8125,0.119385,0.650854,0.099411,0.203249,0.948979,grass
0.26087,0.120833,0,0,0,0.022814,0.000521,0.014907,0.000504,0.767108,0.6953,0.854933,0.74201,0.097657,0.732861,0.360531,0.854933,0.260966,0.105722,sky
0.525692,0.75,0,0,0,0.047529,0.001318,0.032298,0.000785,0.429901,0.399514,0.5081,0.375681,0.509765,0.606383,0.163188,0.5081,0.302994,0.169721,path
0.458498,0.1375,0,0,0,0.043726,0.000243,0.029814,0.000224,0.738964,0.678283,0.840207,0.689008,0.1875,0.79078,0.180266,0.840207,0.266391,0.133455,sky
0.743083,0.283333,0,0,0,0.093156,0.002349,0.029814,0.000545,0.288666,0.277148,0.329161,0.25643,0.69336,0.391253,0.33017,0.329161,0.265535,0.179316,cement
0.383399,0.516667,0,0,0,0.020913,0.000153,0.023603,0.00027,0.039763,0.054295,0.04271,0.022603,0.964844,0.1513,0.451613,0.049337,0.565476,0.381919,brickface
